date,away,away-score,home-score,home,win,loss
3/19/2025,WAS,112,128,UTA,UTA,WAS
3/19/2025,DEN,108,120,LAL,LAL,DEN
3/19/2025,CHI,121,127,PHX,PHX,CHI
3/19/2025,MEM,99,115,POR,POR,MEM
3/19/2025,CLE,119,123,SAC,SAC,CLE
3/20/2025,NYK,98,115,CHA,CHA,NYK
3/20/2025,BKN,99,105,IND,IND,BKN
3/20/2025,TOR,114,117,GSW,GSW,TOR
3/20/2025,CHI,128,116,SAC,CHI,SAC
3/20/2025,MIL,118,89,LAL,MIL,LAL
3/21/2025,ORL,120,105,WAS,ORL,WAS
3/21/2025,HOU,102,98,MIA,HOU,MIA
3/21/2025,NOP,93,134,MIN,MIN,NOP
3/21/2025,CHA,106,141,OKC,OKC,CHA
3/21/2025,PHI,120,128,SAS,SAS,PHI
3/21/2025,DET,117,123,DAL,DAL,DET
3/21/2025,BOS,121,99,UTA,BOS,UTA
3/21/2025,CLE,112,123,PHX,PHX,CLE
3/21/2025,DEN,109,128,POR,POR,DEN
3/21/2025,MEM,108,128,LAC,LAC,MEM
3/22/2025,BKN,103,108,IND,IND,BKN
3/22/2025,GSW,115,124,ATL,ATL,GSW
3/22/2025,WAS,103,122,NYK,NYK,WAS
3/22/2025,MIL,114,108,SAC,MIL,SAC
3/22/2025,CHI,146,115,LAL,CHI,LAL
3/23/2025,NOP,130,136,DET,DET,NOP
3/23/2025,CLE,120,91,UTA,CLE,UTA
3/23/2025,PHI,119,132,ATL,ATL,PHI
3/23/2025,CHA,105,122,MIA,MIA,CHA
3/23/2025,BOS,129,116,POR,BOS,POR
3/23/2025,SAS,123,89,TOR,SAS,TOR
3/23/2025,DEN,116,111,HOU,DEN,HOU
3/23/2025,OKC,103,101,LAC,OKC,LAC
3/24/2025,MIN,103,119,IND,IND,MIN
3/24/2025,LAL,106,118,ORL,ORL,LAL
3/24/2025,TOR,112,104,WAS,TOR,WAS
3/24/2025,DAL,120,101,BKN,DAL,BKN
3/24/2025,PHI,99,112,NOP,NOP,PHI
3/24/2025,CHI,129,119,DEN,CHI,DEN
3/24/2025,MIL,106,108,PHX,PHX,MIL
3/24/2025,BOS,113,95,SAC,BOS,SAC
3/25/2025,ORL,111,104,CHA,ORL,CHA
3/25/2025,SAS,96,122,DET,DET,SAS
3/25/2025,GSW,86,112,MIA,MIA,GSW
3/25/2025,DAL,113,128,NYK,NYK,DAL
3/25/2025,ATL,114,121,HOU,HOU,ATL
3/25/2025,MEM,140,103,UTA,MEM,UTA
3/25/2025,CLE,122,111,POR,CLE,POR
3/25/2025,OKC,121,105,SAC,OKC,SAC
3/26/2025,WAS,119,114,PHI,WAS,PHI
3/26/2025,TOR,116,86,BKN,TOR,BKN
3/26/2025,LAL,120,119,IND,LAL,IND
3/26/2025,LAC,126,113,NYK,LAC,NYK
3/26/2025,MIL,117,127,DEN,DEN,MIL
3/26/2025,BOS,132,102,PHX,BOS,PHX
3/27/2025,SAS,116,124,CLE,CLE,SAS
3/27/2025,DAL,101,92,ORL,DAL,ORL
3/27/2025,IND,162,109,WAS,IND,WAS
3/27/2025,ATL,112,122,MIA,MIA,ATL
3/27/2025,LAL,117,119,CHI,CHI,LAL
3/27/2025,MEM,104,125,OKC,OKC,MEM
3/27/2025,HOU,121,110,UTA,HOU,UTA
3/27/2025,POR,107,128,SAC,SAC,POR
3/28/2025,CLE,122,133,DET,DET,CLE
3/28/2025,LAC,132,100,BKN,LAC,BKN
3/28/2025,CHA,97,108,TOR,TOR,CHA
3/28/2025,NYK,116,107,MIL,NYK,MIL
3/28/2025,PHX,109,124,MIN,MIN,PHX
3/28/2025,GSW,111,95,NOP,GSW,NOP
3/28/2025,UTA,93,129,DEN,DEN,UTA
3/29/2025,SAC,91,121,ORL,ORL,SAC
3/29/2025,BKN,115,112,WAS,BKN,WAS
3/29/2025,MIA,118,95,PHI,MIA,PHI
3/29/2025,DAL,120,119,CHI,DAL,CHI
3/29/2025,LAL,134,127,MEM,LAL,MEM
3/29/2025,IND,111,132,OKC,OKC,IND
3/29/2025,BOS,121,111,SAS,BOS,SAS
3/30/2025,LAC,122,127,CLE,CLE,LAC
3/30/2025,POR,93,110,NYK,NYK,POR
3/30/2025,ATL,145,124,MIL,ATL,MIL
3/30/2025,DET,104,123,MIN,MIN,DET
3/30/2025,CHA,94,98,NOP,NOP,CHA
3/30/2025,GSW,148,106,SAS,GSW,SAS
3/30/2025,TOR,127,109,PHI,TOR,PHI
3/30/2025,HOU,148,109,PHX,HOU,PHX
3/31/2025,UTA,106,110,CHA,CHA,UTA
3/31/2025,SAC,109,111,IND,IND,SAC
3/31/2025,LAC,96,87,ORL,LAC,ORL
3/31/2025,MIA,120,94,WAS,MIA,WAS
3/31/2025,BOS,117,103,MEM,BOS,MEM
3/31/2025,CHI,117,145,OKC,OKC,CHI
3/31/2025,BKN,113,109,DAL,BKN,DAL
3/31/2025,HOU,98,104,LAL,LAL,HOU
4/1/2025,POR,127,113,ATL,POR,ATL
4/1/2025,PHX,123,133,MIL,MIL,PHX
4/1/2025,PHI,91,105,NYK,NYK,PHI
4/1/2025,TOR,118,137,CHI,CHI,TOR
4/1/2025,GSW,134,125,MEM,GSW,MEM
4/1/2025,ORL,116,105,SAS,ORL,SAS
4/1/2025,MIN,140,139,DEN,MIN,DEN
4/2/2025,NYK,105,124,CLE,CLE,NYK
4/2/2025,CHA,105,119,IND,IND,CHA
4/2/2025,SAC,111,116,WAS,WAS,SAC
4/2/2025,MIA,124,103,BOS,MIA,BOS
4/2/2025,UTA,105,143,HOU,HOU,UTA
4/2/2025,ATL,118,120,DAL,DAL,ATL
4/2/2025,SAS,113,106,DEN,SAS,DEN
4/2/2025,DET,103,119,OKC,OKC,DET
4/2/2025,NOP,98,114,LAC,LAC,NOP
4/3/2025,MIL,126,113,PHI,MIL,PHI
4/3/2025,ORL,109,97,WAS,ORL,WAS
4/3/2025,MIN,105,90,BKN,MIN,BKN
4/3/2025,MEM,110,108,MIA,MEM,MIA
4/3/2025,POR,112,103,TOR,POR,TOR
4/3/2025,GSW,123,116,LAL,GSW,LAL
4/4/2025,SAC,125,102,CHA,SAC,CHA
4/4/2025,UTA,112,140,IND,IND,UTA
4/4/2025,PHX,103,123,BOS,BOS,PHX
4/4/2025,DET,117,105,TOR,DET,TOR
4/4/2025,POR,113,118,CHI,CHI,POR
4/4/2025,OKC,111,125,HOU,HOU,OKC
4/4/2025,CLE,114,113,SAS,CLE,SAS
4/4/2025,DEN,104,118,GSW,GSW,DEN
4/4/2025,DAL,91,114,LAC,LAC,DAL
4/4/2025,NOP,108,124,LAL,LAL,NOP
4/5/2025,NYK,121,105,ATL,NYK,ATL
4/5/2025,MEM,109,103,DET,MEM,DET
4/5/2025,MIN,114,109,PHI,MIN,PHI
4/5/2025,MIL,121,115,MIA,MIL,MIA
4/5/2025,DAL,104,135,LAC,LAC,DAL
4/6/2025,CHI,131,117,CHA,CHI,CHA
4/6/2025,TOR,120,109,BKN,TOR,BKN
4/6/2025,LAL,126,99,OKC,LAL,OKC
4/6/2025,UTA,134,147,ATL,ATL,UTA
4/6/2025,WAS,90,124,BOS,BOS,WAS
4/6/2025,SAC,120,113,CLE,SAC,CLE
4/6/2025,SAS,109,120,POR,POR,SAS
4/6/2025,PHX,98,112,NYK,NYK,PHX
4/6/2025,IND,125,120,DEN,IND,DEN
4/6/2025,HOU,106,96,GSW,HOU,GSW
4/6/2025,MIL,111,107,NOP,MIL,NOP
4/7/2025,SAC,127,117,DET,SAC,DET
4/7/2025,PHI,105,117,MIA,MIA,PHI
4/8/2025,MEM,124,100,CHA,MEM,CHA
4/8/2025,CHI,113,135,CLE,CLE,CHI
4/8/2025,WAS,98,104,IND,IND,WAS
4/8/2025,ATL,112,119,ORL,ORL,ATL
4/8/2025,NOP,114,119,BKN,BKN,NOP
4/8/2025,BOS,119,117,NYK,BOS,NYK
4/8/2025,MIN,103,110,MIL,MIL,MIN
4/8/2025,LAL,120,136,OKC,OKC,LAL
4/8/2025,GSW,133,95,PHX,GSW,PHX
4/8/2025,SAS,117,122,LAC,LAC,SAS
4/9/2025,BOS,76,96,ORL,ORL,BOS
4/9/2025,PHI,122,103,WAS,PHI,WAS
4/9/2025,LAL,112,97,DAL,LAL,DAL
4/9/2025,CHA,96,126,TOR,TOR,CHA
4/9/2025,MIA,111,119,CHI,CHI,MIA
4/9/2025,POR,126,133,UTA,UTA,POR
4/9/2025,SAS,114,111,GSW,SAS,GSW
4/9/2025,OKC,125,112,PHX,OKC,PHX
4/9/2025,DEN,124,116,SAC,DEN,SAC
4/9/2025,HOU,117,134,LAC,LAC,HOU
4/10/2025,NYK,106,115,DET,DET,NYK
4/10/2025,CLE,112,114,IND,IND,CLE
4/10/2025,ATL,133,109,BKN,ATL,BKN
4/10/2025,NOP,111,136,MIL,MIL,NOP
4/10/2025,MIN,141,125,MEM,MIN,MEM
4/11/2025,MIL,125,119,DET,MIL,DET
4/11/2025,ORL,129,115,IND,ORL,IND
4/11/2025,ATL,124,110,PHI,ATL,PHI
4/11/2025,CHA,94,130,BOS,BOS,CHA
4/11/2025,CLE,108,102,NYK,CLE,NYK
4/11/2025,WAS,89,119,CHI,CHI,WAS
4/11/2025,MIA,153,104,NOP,MIA,NOP
4/11/2025,TOR,102,124,DAL,DAL,TOR
4/11/2025,MEM,109,117,DEN,DEN,MEM
4/11/2025,BKN,91,117,MIN,MIN,BKN
4/11/2025,OKC,145,111,UTA,OKC,UTA
4/11/2025,SAS,98,117,PHX,PHX,SAS
4/11/2025,GSW,103,86,POR,GSW,POR
4/11/2025,LAC,101,100,SAC,LAC,SAC
4/11/2025,HOU,109,140,LAL,LAL,HOU
4/13/2025,ORL,105,117,ATL,ATL,ORL
4/13/2025,CHA,86,93,BOS,BOS,CHA
4/13/2025,NYK,113,105,BKN,NYK,BKN
4/13/2025,IND,126,118,CLE,IND,CLE
4/13/2025,WAS,119,118,MIA,WAS,MIA
4/13/2025,DET,133,140,MIL,MIL,DET
4/13/2025,CHI,122,102,PHI,CHI,PHI
4/13/2025,LAC,124,119,GSW,LAC,GSW
4/13/2025,DEN,126,111,HOU,DEN,HOU
4/13/2025,DAL,97,132,MEM,MEM,DAL
4/13/2025,UTA,105,116,MIN,MIN,UTA
4/13/2025,OKC,115,100,NOP,OKC,NOP
4/13/2025,LAL,81,109,POR,POR,LAL
4/13/2025,PHX,98,109,SAC,SAC,PHX
4/13/2025,TOR,118,125,SAS,SAS,TOR
